,annotations,class,filename,jpg,height,width,x,y
734,"[{'class': 'Head', 'height': 605.8125728121596, 'type': 'rect', 'width': 728.9722716805654, 'x': 1421.3294977516052, 'y': 49.92960764935381}]",image,../imgs/whale_85464/w_6440.jpg,w_6440.jpg,605.8125728121596,728.9722716805654,1421.3294977516052,49.92960764935381
735,"[{'class': 'Head', 'height': 436.0519068043567, 'type': 'rect', 'width': 495.96743598358125, 'x': 1278.1979558234575, 'y': 985.2775909472485}]",image,../imgs/whale_21213/w_8963.jpg,w_8963.jpg,436.0519068043567,495.96743598358125,1278.1979558234575,985.2775909472485
736,"[{'class': 'Head', 'height': 221.37000000000455, 'type': 'rect', 'width': 321.4800000000066, 'x': 1604.5800000000334, 'y': 844.5900000000175}]",image,../imgs/whale_19041/w_9442.jpg,w_9442.jpg,221.37000000000455,321.4800000000066,1604.5800000000334,844.5900000000175
737,"[{'class': 'Head', 'height': 423.00000000000875, 'type': 'rect', 'width': 469.53000000000975, 'x': 1363.4700000000282, 'y': 947.5200000000196}]",image,../imgs/whale_84178/w_6013.jpg,w_6013.jpg,423.00000000000875,469.53000000000975,1363.4700000000282,947.5200000000196
738,"[{'class': 'Head', 'height': 462.70463826351533, 'type': 'rect', 'width': 486.3120177667556, 'x': 1659.5987790778122, 'y': 1137.8756920561955}]",image,../imgs/whale_06967/w_3224.jpg,w_3224.jpg,462.70463826351533,486.3120177667556,1659.5987790778122,1137.8756920561955
739,"[{'class': 'Head', 'height': 659.0708209714703, 'type': 'rect', 'width': 639.098977911729, 'x': 1697.6066600780296, 'y': 1125.080492365439}]",image,../imgs/whale_11099/w_6252.jpg,w_6252.jpg,659.0708209714703,639.098977911729,1697.6066600780296,1125.080492365439
740,"[{'class': 'Head', 'height': 443.34630000000914, 'type': 'rect', 'width': 411.5367000000085, 'x': 1147.1337000000237, 'y': 580.5252000000121}]",image,../imgs/whale_51332/w_3750.jpg,w_3750.jpg,443.34630000000914,411.5367000000085,1147.1337000000237,580.5252000000121
741,"[{'class': 'Head', 'height': 757.4661000000157, 'type': 'rect', 'width': 715.7160000000148, 'x': 699.8112000000145, 'y': 795.2400000000165}]",image,../imgs/whale_11242/w_8928.jpg,w_8928.jpg,757.4661000000157,715.7160000000148,699.8112000000145,795.2400000000165
742,"[{'class': 'Head', 'height': 873.5116958100184, 'type': 'rect', 'width': 1118.5692756300234, 'x': 1644.257309760034, 'y': 1695.6403506900351}]",image,../imgs/whale_13789/w_8626.jpg,w_8626.jpg,873.5116958100184,1118.5692756300234,1644.257309760034,1695.6403506900351
743,"[{'class': 'Head', 'height': 758.8879891200158, 'type': 'rect', 'width': 845.8439045400175, 'x': 1039.5184434300215, 'y': 525.6880341300109}]",image,../imgs/whale_85464/w_9304.jpg,w_9304.jpg,758.8879891200158,845.8439045400175,1039.5184434300215,525.6880341300109
744,"[{'class': 'Head', 'height': 561.2609086200115, 'type': 'rect', 'width': 640.311740820013, 'x': 1446.63022926003, 'y': 960.46761123002}]",image,../imgs/whale_17604/w_4361.jpg,w_4361.jpg,561.2609086200115,640.311740820013,1446.63022926003,960.46761123002
745,"[{'class': 'Head', 'height': 568.9378460280979, 'type': 'rect', 'width': 635.0385086371713, 'x': 826.25828261342, 'y': 642.1207224881435}]",image,../imgs/whale_07863/w_5417.jpg,w_5417.jpg,568.9378460280979,635.0385086371713,826.25828261342,642.1207224881435
746,"[{'class': 'Head', 'height': 980.2303192800205, 'type': 'rect', 'width': 1086.9489427500225, 'x': 956.5150696200199, 'y': 1747.0233916200364}]",image,../imgs/whale_80247/w_7918.jpg,w_7918.jpg,980.2303192800205,1086.9489427500225,956.5150696200199,1747.0233916200364
747,"[{'class': 'Head', 'height': 592.8812415000124, 'type': 'rect', 'width': 652.1693656500136, 'x': 1043.4709850400216, 'y': 743.0778226800154}]",image,../imgs/whale_58474/w_5504.jpg,w_5504.jpg,592.8812415000124,652.1693656500136,1043.4709850400216,743.0778226800154
748,"[{'class': 'Head', 'height': 798.4134052200167, 'type': 'rect', 'width': 802.3659468300168, 'x': 1861.6470983100387, 'y': 1011.850652160021}]",image,../imgs/whale_06339/w_120.jpg,w_120.jpg,798.4134052200167,802.3659468300168,1861.6470983100387,1011.850652160021
749,"[{'class': 'Head', 'height': 880.5472198758182, 'type': 'rect', 'width': 1014.3012279582208, 'x': 1961.7254518752407, 'y': 1331.9669971539277}]",image,../imgs/whale_90244/w_1068.jpg,w_1068.jpg,880.5472198758182,1014.3012279582208,1961.7254518752407,1331.9669971539277
750,"[{'class': 'Head', 'height': 524.0838249719407, 'type': 'rect', 'width': 509.91939726999635, 'x': 1218.1407823672134, 'y': 708.2213850972171}]",image,../imgs/whale_72820/w_5857.jpg,w_5857.jpg,524.0838249719407,509.91939726999635,1218.1407823672134,708.2213850972171
751,"[{'class': 'Head', 'height': 519.3623490712926, 'type': 'rect', 'width': 535.887514723561, 'x': 1373.9494870886012, 'y': 368.2751202505529}]",image,../imgs/whale_99326/w_4810.jpg,w_4810.jpg,519.3623490712926,535.887514723561,1373.9494870886012,368.2751202505529
752,"[{'class': 'Head', 'height': 762.8405307300159, 'type': 'rect', 'width': 956.5150696200199, 'x': 1747.0233916200364, 'y': 1272.7183984200265}]",image,../imgs/whale_82387/w_9414.jpg,w_9414.jpg,762.8405307300159,956.5150696200199,1747.0233916200364,1272.7183984200265
753,"[{'class': 'Head', 'height': 545.4507421800113, 'type': 'rect', 'width': 557.3083670100116, 'x': 1043.4709850400216, 'y': 798.4134052200166}]",image,../imgs/whale_90377/w_4176.jpg,w_4176.jpg,545.4507421800113,557.3083670100116,1043.4709850400216,798.4134052200166
754,"[{'class': 'Head', 'height': 367.5863697300076, 'type': 'rect', 'width': 517.7829509100109, 'x': 1355.7217722300281, 'y': 762.8405307300159}]",image,../imgs/whale_82602/w_5970.jpg,w_5970.jpg,367.5863697300076,517.7829509100109,1355.7217722300281,762.8405307300159
755,"[{'class': 'Head', 'height': 482.21007642000995, 'type': 'rect', 'width': 478.2575348100097, 'x': 1640.304768150034, 'y': 719.3625730200149}]",image,../imgs/whale_05349/w_3149.jpg,w_3149.jpg,482.21007642000995,478.2575348100097,1640.304768150034,719.3625730200149
756,"[{'class': 'Head', 'height': 457.983162362867, 'type': 'rect', 'width': 592.5452255313382, 'x': 1449.493101498971, 'y': 675.1710537926804}]",image,../imgs/whale_41921/w_1489.jpg,w_1489.jpg,457.983162362867,592.5452255313382,1449.493101498971,675.1710537926804
757,"[{'class': 'Head', 'height': 450.90094851189474, 'type': 'rect', 'width': 540.608990624209, 'x': 875.8337795702251, 'y': 1126.0720023045753}]",image,../imgs/whale_78785/w_251.jpg,w_251.jpg,450.90094851189474,540.608990624209,875.8337795702251,1126.0720023045753
758,"[{'class': 'Head', 'height': 406.04692745573766, 'type': 'rect', 'width': 507.5586593196722, 'x': 1173.2867613110564, 'y': 1015.1173186393446}]",image,../imgs/whale_39674/w_1646.jpg,w_1646.jpg,406.04692745573766,507.5586593196722,1173.2867613110564,1015.1173186393446
759,"[{'class': 'Head', 'height': 323.421099194396, 'type': 'rect', 'width': 384.8002859028213, 'x': 1366.867273237629, 'y': 1067.0535535464737}]",image,../imgs/whale_13789/w_3358.jpg,w_3358.jpg,323.421099194396,384.8002859028213,1366.867273237629,1067.0535535464737
760,"[{'class': 'Head', 'height': 550.0519424255053, 'type': 'rect', 'width': 531.1660388229129, 'x': 1213.4193064665653, 'y': 488.67275571707984}]",image,../imgs/whale_38817/w_5163.jpg,w_5163.jpg,550.0519424255053,531.1660388229129,1213.4193064665653,488.67275571707984
761,"[{'class': 'Head', 'height': 410.768403356386, 'type': 'rect', 'width': 394.2432377041175, 'x': 1373.9494870886012, 'y': 184.13756012527645}]",image,../imgs/whale_36851/w_5480.jpg,w_5480.jpg,410.768403356386,394.2432377041175,1373.9494870886012,184.13756012527645
762,"[{'class': 'Head', 'height': 446.17947261124687, 'type': 'rect', 'width': 609.0703911836067, 'x': 1239.38742392013, 'y': 1031.6424842916128}]",image,../imgs/whale_26288/w_4385.jpg,w_4385.jpg,446.17947261124687,609.0703911836067,1239.38742392013,1031.6424842916128
763,"[{'class': 'Head', 'height': 469.7868521144874, 'type': 'rect', 'width': 474.5083280151355, 'x': 1015.1173186393446, 'y': 434.3757828596265}]",image,../imgs/whale_29569/w_9018.jpg,w_9018.jpg,469.7868521144874,474.5083280151355,1015.1173186393446,434.3757828596265
764,"[{'class': 'Head', 'height': 844.8089614270666, 'type': 'rect', 'width': 821.3420458318703, 'x': 1699.0046890922115, 'y': 1722.4716046874078}]",image,../imgs/whale_47700/w_5651.jpg,w_5651.jpg,844.8089614270666,821.3420458318703,1699.0046890922115,1722.4716046874078
765,"[{'class': 'Head', 'height': 539.7390586895146, 'type': 'rect', 'width': 624.2199548322214, 'x': 1243.7465265454034, 'y': 736.8611496891635}]",image,../imgs/whale_38543/w_9109.jpg,w_9109.jpg,539.7390586895146,624.2199548322214,1243.7465265454034,736.8611496891635
766,"[{'class': 'Head', 'height': 488.11184438008297, 'type': 'rect', 'width': 591.3662729989467, 'x': 1271.906825259639, 'y': 605.4464223560643}]",image,../imgs/whale_35844/w_3131.jpg,w_3131.jpg,488.11184438008297,591.3662729989467,1271.906825259639,605.4464223560643
767,"[{'class': 'Head', 'height': 1065.3979680219118, 'type': 'rect', 'width': 915.2097082126552, 'x': 2271.597429615001, 'y': 1342.307572045228}]",image,../imgs/whale_43045/w_6458.jpg,w_6458.jpg,1065.3979680219118,915.2097082126552,2271.597429615001,1342.307572045228
768,"[{'class': 'Head', 'height': 295.6831364994732, 'type': 'rect', 'width': 441.1780131896903, 'x': 1271.906825259639, 'y': 704.0074678558888}]",image,../imgs/whale_13863/w_3745.jpg,w_3745.jpg,295.6831364994732,441.1780131896903,1271.906825259639,704.0074678558888
769,"[{'class': 'Head', 'height': 308.15550000000644, 'type': 'rect', 'width': 425.45340000000874, 'x': 1202.800500000025, 'y': 612.3348000000127}]",image,../imgs/whale_24730/w_3936.jpg,w_3936.jpg,308.15550000000644,425.45340000000874,1202.800500000025,612.3348000000127
770,"[{'class': 'Head', 'height': 401.59620000000837, 'type': 'rect', 'width': 550.7037000000115, 'x': 793.2519000000165, 'y': 1169.0028000000243}]",image,../imgs/whale_04435/w_6270.jpg,w_6270.jpg,401.59620000000837,550.7037000000115,793.2519000000165,1169.0028000000243
771,"[{'class': 'Head', 'height': 891.7427926174591, 'type': 'rect', 'width': 741.5545328082026, 'x': 2806.6431051854765, 'y': 1483.1090656164056}]",image,../imgs/whale_02411/w_3535.jpg,w_3535.jpg,891.7427926174591,741.5545328082026,2806.6431051854765,1483.1090656164056
772,"[{'class': 'Head', 'height': 483.4184612610436, 'type': 'rect', 'width': 596.0596561179859, 'x': 1234.359760307325, 'y': 1051.3178186647938}]",image,../imgs/whale_63541/w_7474.jpg,w_7474.jpg,483.4184612610436,596.0596561179859,1234.359760307325,1051.3178186647938
773,"[{'class': 'Head', 'height': 497.49861061816136, 'type': 'rect', 'width': 422.4044807135333, 'x': 1379.854636997542, 'y': 994.9972212363227}]",image,../imgs/whale_26397/w_299.jpg,w_299.jpg,497.49861061816136,422.4044807135333,1379.854636997542,994.9972212363227
774,"[{'class': 'Head', 'height': 774.4082146414776, 'type': 'rect', 'width': 760.3280652843596, 'x': 2417.0923063052182, 'y': 1084.1715004980688}]",image,../imgs/whale_90957/w_4592.jpg,w_4592.jpg,774.4082146414776,760.3280652843596,2417.0923063052182,1084.1715004980688
775,"[{'class': 'Head', 'height': 394.24418199929767, 'type': 'rect', 'width': 352.00373392794427, 'x': 1098.2516498551865, 'y': 793.1817471176347}]",image,../imgs/whale_28263/w_7896.jpg,w_7896.jpg,394.24418199929767,352.00373392794427,1098.2516498551865,793.1817471176347
776,"[{'class': 'Head', 'height': 378.434835000008, 'type': 'rect', 'width': 470.94112800000994, 'x': 1676.3261580000349, 'y': 1037.1917700000215}]",image,../imgs/whale_72820/w_1595.jpg,w_1595.jpg,378.434835000008,470.94112800000994,1676.3261580000349,1037.1917700000215
777,"[{'class': 'Head', 'height': 465.3346860000098, 'type': 'rect', 'width': 459.72824400000945, 'x': 1407.2169420000293, 'y': 770.885775000016}]",image,../imgs/whale_52759/w_7691.jpg,w_7691.jpg,465.3346860000098,459.72824400000945,1407.2169420000293,770.885775000016
778,"[{'class': 'Head', 'height': 650.3472720000134, 'type': 'rect', 'width': 625.118283000013, 'x': 1104.469074000023, 'y': 588.6764100000123}]",image,../imgs/whale_35844/w_2097.jpg,w_2097.jpg,650.3472720000134,625.118283000013,1104.469074000023,588.6764100000123
779,"[{'class': 'Head', 'height': 370.02517200000773, 'type': 'rect', 'width': 370.0251720000076, 'x': 1384.7911740000288, 'y': 801.7212060000167}]",image,../imgs/whale_17528/w_4272.jpg,w_4272.jpg,370.02517200000773,370.0251720000076,1384.7911740000288,801.7212060000167
780,"[{'class': 'Head', 'height': 364.4187300000076, 'type': 'rect', 'width': 344.7961830000072, 'x': 1547.3779920000322, 'y': 930.6693720000194}]",image,../imgs/whale_67407/w_3723.jpg,w_3723.jpg,364.4187300000076,344.7961830000072,1547.3779920000322,930.6693720000194
781,"[{'class': 'Head', 'height': 420.4831500000088, 'type': 'rect', 'width': 588.6764100000123, 'x': 1581.016644000033, 'y': 854.9824050000178}]",image,../imgs/whale_45367/w_6556.jpg,w_6556.jpg,420.4831500000088,588.6764100000123,1581.016644000033,854.9824050000178
782,"[{'class': 'Head', 'height': 420.4831500000088, 'type': 'rect', 'width': 409.2702660000085, 'x': 964.30802400002, 'y': 672.773040000014}]",image,../imgs/whale_09651/w_4150.jpg,w_4150.jpg,420.4831500000088,409.2702660000085,964.30802400002,672.773040000014
783,"[{'class': 'Head', 'height': 647.5440510000136, 'type': 'rect', 'width': 515.7926640000107, 'x': 1295.088102000027, 'y': 650.3472720000135}]",image,../imgs/whale_98645/w_7356.jpg,w_7356.jpg,647.5440510000136,515.7926640000107,1295.088102000027,650.3472720000135
784,"[{'class': 'Head', 'height': 263.5027740000055, 'type': 'rect', 'width': 333.58329900000695, 'x': 1098.8626320000228, 'y': 748.4600070000156}]",image,../imgs/whale_51195/w_673.jpg,w_673.jpg,263.5027740000055,333.58329900000695,1098.8626320000228,748.4600070000156
785,"[{'class': 'Head', 'height': 417.67992900000877, 'type': 'rect', 'width': 403.6638240000084, 'x': 1412.8233840000294, 'y': 737.2471230000153}]",image,../imgs/whale_86585/w_579.jpg,w_579.jpg,417.67992900000877,403.6638240000084,1412.8233840000294,737.2471230000153
786,"[{'class': 'Head', 'height': 498.9733380000105, 'type': 'rect', 'width': 459.72824400000945, 'x': 1124.0916210000235, 'y': 826.9501950000172}]",image,../imgs/whale_46169/w_3478.jpg,w_3478.jpg,498.9733380000105,459.72824400000945,1124.0916210000235,826.9501950000172
787,"[{'class': 'Head', 'height': 400.86060300000827, 'type': 'rect', 'width': 412.0734870000085, 'x': 1253.039787000026, 'y': 1039.9949910000216}]",image,../imgs/whale_38681/w_2629.jpg,w_2629.jpg,400.86060300000827,412.0734870000085,1253.039787000026,1039.9949910000216
788,"[{'class': 'Head', 'height': 372.82839300000785, 'type': 'rect', 'width': 378.434835000008, 'x': 1522.1490030000316, 'y': 681.1827030000142}]",image,../imgs/whale_28892/w_4937.jpg,w_4937.jpg,372.82839300000785,378.434835000008,1522.1490030000316,681.1827030000142
789,"[{'class': 'Head', 'height': 414.87670800000865, 'type': 'rect', 'width': 392.45094000000813, 'x': 1362.3654060000283, 'y': 829.7534160000173}]",image,../imgs/whale_48386/w_5720.jpg,w_5720.jpg,414.87670800000865,392.45094000000813,1362.3654060000283,829.7534160000173
790,"[{'class': 'Head', 'height': 762.8405307300159, 'type': 'rect', 'width': 984.1828608900205, 'x': 2201.5656767700457, 'y': 1233.1929823200255}]",image,../imgs/whale_38894/w_7303.jpg,w_7303.jpg,762.8405307300159,984.1828608900205,2201.5656767700457,1233.1929823200255
791,"[{'class': 'Head', 'height': 501.9727844700103, 'type': 'rect', 'width': 620.5490327700129, 'x': 968.3726944500202, 'y': 794.4608636100165}]",image,../imgs/whale_63948/w_7683.jpg,w_7683.jpg,501.9727844700103,620.5490327700129,968.3726944500202,794.4608636100165
792,"[{'class': 'Head', 'height': 462.4473683700097, 'type': 'rect', 'width': 509.8778676900106, 'x': 1158.0946917300241, 'y': 837.9388213200174}]",image,../imgs/whale_75767/w_239.jpg,w_239.jpg,462.4473683700097,509.8778676900106,1158.0946917300241,837.9388213200174
793,"[{'class': 'Head', 'height': 411.0643274400086, 'type': 'rect', 'width': 498.0202428600105, 'x': 1217.3828158800252, 'y': 735.1727394600152}]",image,../imgs/whale_25878/w_7713.jpg,w_7713.jpg,411.0643274400086,498.0202428600105,1217.3828158800252,735.1727394600152
794,"[{'class': 'Head', 'height': 411.0643274400086, 'type': 'rect', 'width': 426.8744938800089, 'x': 1422.9149796000295, 'y': 1055.3286098700219}]",image,../imgs/whale_23855/w_2490.jpg,w_2490.jpg,411.0643274400086,426.8744938800089,1422.9149796000295,1055.3286098700219
795,"[{'class': 'Head', 'height': 351.7762032900072, 'type': 'rect', 'width': 501.97278447001054, 'x': 1624.4946017100337, 'y': 691.6947817500144}]",image,../imgs/whale_82089/w_3455.jpg,w_3455.jpg,351.7762032900072,501.97278447001054,1624.4946017100337,691.6947817500144
796,"[{'class': 'Head', 'height': 411.06432744000847, 'type': 'rect', 'width': 486.16261803001, 'x': 1114.6167340200232, 'y': 727.2676562400151}]",image,../imgs/whale_73666/w_3245.jpg,w_3245.jpg,411.06432744000847,486.16261803001,1114.6167340200232,727.2676562400151
797,"[{'class': 'Head', 'height': 517.7829509100108, 'type': 'rect', 'width': 537.5456589600112, 'x': 1288.5285648600268, 'y': 644.2642824300134}]",image,../imgs/whale_63816/w_6143.jpg,w_6143.jpg,517.7829509100108,537.5456589600112,1288.5285648600268,644.2642824300134
798,"[{'class': 'Head', 'height': 802.365946830017, 'type': 'rect', 'width': 916.9896535200191, 'x': 2134.3724694000443, 'y': 2209.4707599900457}]",image,../imgs/whale_75767/w_9224.jpg,w_9224.jpg,802.365946830017,916.9896535200191,2134.3724694000443,2209.4707599900457
799,"[{'class': 'Head', 'height': 501.9727844700103, 'type': 'rect', 'width': 675.8846153100139, 'x': 999.9930273300208, 'y': 620.5490327700129}]",image,../imgs/whale_51195/w_7596.jpg,w_7596.jpg,501.9727844700103,675.8846153100139,999.9930273300208,620.5490327700129
800,"[{'class': 'Head', 'height': 498.0202428600103, 'type': 'rect', 'width': 604.7388663300126, 'x': 1490.108186970031, 'y': 968.3726944500202}]",image,../imgs/whale_48813/w_3404.jpg,w_3404.jpg,498.0202428600103,604.7388663300126,1490.108186970031,968.3726944500202
801,"[{'class': 'Head', 'height': 466.39990998000974, 'type': 'rect', 'width': 557.3083670100116, 'x': 1304.3387313000271, 'y': 960.46761123002}]",image,../imgs/whale_74625/w_4402.jpg,w_4402.jpg,466.39990998000974,557.3083670100116,1304.3387313000271,960.46761123002
802,"[{'class': 'Head', 'height': 450.5897435400094, 'type': 'rect', 'width': 482.2100764200102, 'x': 1470.3454789200305, 'y': 584.9761582800121}]",image,../imgs/whale_78280/w_7297.jpg,w_7297.jpg,450.5897435400094,482.2100764200102,1470.3454789200305,584.9761582800121
803,"[{'class': 'Head', 'height': 426.8744938800089, 'type': 'rect', 'width': 525.6880341300109, 'x': 956.5150696200199, 'y': 1292.4811064700268}]",image,../imgs/whale_80947/w_6486.jpg,w_6486.jpg,426.8744938800089,525.6880341300109,956.5150696200199,1292.4811064700268
804,"[{'class': 'Head', 'height': 233.1999549900048, 'type': 'rect', 'width': 288.53553753000597, 'x': 1177.8573997800245, 'y': 897.2269454700187}]",image,../imgs/whale_98618/w_7002.jpg,w_7002.jpg,233.1999549900048,288.53553753000597,1177.8573997800245,897.2269454700187
805,"[{'class': 'Head', 'height': 565.2134502300119, 'type': 'rect', 'width': 703.5524065800146, 'x': 2980.216373940062, 'y': 2039.5114707600424}]",image,../imgs/whale_22101/w_8997.jpg,w_8997.jpg,565.2134502300119,703.5524065800146,2980.216373940062,2039.5114707600424
806,"[{'class': 'Head', 'height': 391.3016193900081, 'type': 'rect', 'width': 391.3016193900082, 'x': 1466.3929373100304, 'y': 739.1252810700154}]",image,../imgs/whale_98746/w_3518.jpg,w_3518.jpg,391.3016193900081,391.3016193900082,1466.3929373100304,739.1252810700154
807,"[{'class': 'Head', 'height': 446.63720193000927, 'type': 'rect', 'width': 501.97278447001054, 'x': 1217.3828158800252, 'y': 826.0811964900172}]",image,../imgs/whale_74232/w_6784.jpg,w_6784.jpg,446.63720193000927,501.97278447001054,1217.3828158800252,826.0811964900172
808,"[{'class': 'Head', 'height': 822.1742059593596, 'type': 'rect', 'width': 825.5028464693164, 'x': 1910.6396527152724, 'y': 1587.761523249451}]",image,../imgs/whale_90244/w_2855.jpg,w_2855.jpg,822.1742059593596,825.5028464693164,1910.6396527152724,1587.761523249451
809,"[{'class': 'Head', 'height': 459.35239037405495, 'type': 'rect', 'width': 512.6106385333658, 'x': 868.7751730987563, 'y': 1191.6533025645776}]",image,../imgs/whale_15434/w_2907.jpg,w_2907.jpg,459.35239037405495,512.6106385333658,868.7751730987563,1191.6533025645776
810,"[{'class': 'Head', 'height': 392.77958017491665, 'type': 'rect', 'width': 466.00967139396903, 'x': 1271.5406748035437, 'y': 1214.953786134276}]",image,../imgs/whale_97688/w_496.jpg,w_496.jpg,392.77958017491665,466.00967139396903,1271.5406748035437,1214.953786134276
811,"[{'class': 'Head', 'height': 489.3101549636673, 'type': 'rect', 'width': 555.8829651628057, 'x': 1234.9256291940176, 'y': 852.1319705489717}]",image,../imgs/whale_86041/w_8712.jpg,w_8712.jpg,489.3101549636673,555.8829651628057,1234.9256291940176,852.1319705489717
812,"[{'class': 'Head', 'height': 472.66695241388265, 'type': 'rect', 'width': 552.5543246528489, 'x': 1298.169798883199, 'y': 1204.9678646044053}]",image,../imgs/whale_71554/w_9006.jpg,w_9006.jpg,472.66695241388265,552.5543246528489,1298.169798883199,1204.9678646044053
813,"[{'class': 'Head', 'height': 406.09414221474435, 'type': 'rect', 'width': 475.9955929238397, 'x': 1025.2212770667315, 'y': 639.0989779117288}]",image,../imgs/whale_89211/w_6715.jpg,w_6715.jpg,406.09414221474435,475.9955929238397,1025.2212770667315,639.0989779117288
814,"[{'class': 'Head', 'height': 402.7655017047873, 'type': 'rect', 'width': 532.5824815931073, 'x': 1031.8785580866454, 'y': 715.657709640738}]",image,../imgs/whale_33723/w_2415.jpg,w_2415.jpg,402.7655017047873,532.5824815931073,1031.8785580866454,715.657709640738
815,"[{'class': 'Head', 'height': 602.4839323022027, 'type': 'rect', 'width': 725.6436311706088, 'x': 2686.212891535235, 'y': 1061.8363226762576}]",image,../imgs/whale_68116/w_4367.jpg,w_4367.jpg,602.4839323022027,725.6436311706088,2686.212891535235,1061.8363226762576
816,"[{'class': 'Head', 'height': 489.3101549636674, 'type': 'rect', 'width': 522.5965600632367, 'x': 1474.5877459109158, 'y': 1075.1508847160853}]",image,../imgs/whale_51195/w_4191.jpg,w_4191.jpg,489.3101549636674,522.5965600632367,1474.5877459109158,1075.1508847160853
817,"[{'class': 'Head', 'height': 502.624717003495, 'type': 'rect', 'width': 629.113056381858, 'x': 752.2727552502641, 'y': 725.6436311706087}]",image,../imgs/whale_73666/w_6703.jpg,w_6703.jpg,502.624717003495,629.113056381858,752.2727552502641,725.6436311706087
818,"[{'class': 'Head', 'height': 306.23492691603667, 'type': 'rect', 'width': 366.15045609526123, 'x': 1444.6299813213036, 'y': 1021.8926365567746}]",image,../imgs/whale_79439/w_5587.jpg,w_5587.jpg,306.23492691603667,366.15045609526123,1444.6299813213036,1021.8926365567746
819,"[{'class': 'Head', 'height': 399.4368611948305, 'type': 'rect', 'width': 442.70918782427043, 'x': 1204.9678646044053, 'y': 1158.3668974650084}]",image,../imgs/whale_52749/w_4692.jpg,w_4692.jpg,399.4368611948305,442.70918782427043,1204.9678646044053,1158.3668974650084
820,"[{'class': 'Head', 'height': 605.8125728121595, 'type': 'rect', 'width': 635.7703374017717, 'x': 1408.0149357117775, 'y': 792.2164413697471}]",image,../imgs/whale_75455/w_4751.jpg,w_4751.jpg,605.8125728121595,635.7703374017717,1408.0149357117775,792.2164413697471
821,"[{'class': 'Head', 'height': 605.4464223560644, 'type': 'rect', 'width': 830.7288120699486, 'x': 2956.8313649947327, 'y': 2309.144494567315}]",image,../imgs/whale_04540/w_7273.jpg,w_7273.jpg,605.4464223560644,830.7288120699486,2956.8313649947327,2309.144494567315
822,"[{'class': 'Head', 'height': 901.1295588555374, 'type': 'rect', 'width': 779.1015977605168, 'x': 1783.485585234918, 'y': 1567.5899617591124}]",image,../imgs/whale_06339/w_7318.jpg,w_7318.jpg,901.1295588555374,779.1015977605168,1783.485585234918,1567.5899617591124
823,"[{'class': 'Head', 'height': 619.5265717131822, 'type': 'rect', 'width': 586.6728898799074, 'x': 980.917071879205, 'y': 722.7810003320458}]",image,../imgs/whale_12085/w_1426.jpg,w_1426.jpg,619.5265717131822,586.6728898799074,980.917071879205,722.7810003320458
824,"[{'class': 'Head', 'height': 398.93756511833703, 'type': 'rect', 'width': 525.6589093323969, 'x': 1379.854636997542, 'y': 774.4082146414776}]",image,../imgs/whale_58010/w_771.jpg,w_771.jpg,398.93756511833703,525.6589093323969,1379.854636997542,774.4082146414776
825,"[{'class': 'Head', 'height': 469.33831190392584, 'type': 'rect', 'width': 497.49861061816136, 'x': 1393.9347863546598, 'y': 741.5545328082028}]",image,../imgs/whale_53889/w_743.jpg,w_743.jpg,469.33831190392584,497.49861061816136,1393.9347863546598,741.5545328082028
826,"[{'class': 'Head', 'height': 539.7390586895148, 'type': 'rect', 'width': 605.4464223560642, 'x': 1389.2414032356205, 'y': 657.0736366654961}]",image,../imgs/whale_28892/w_1149.jpg,w_1149.jpg,539.7390586895148,605.4464223560642,1389.2414032356205,657.0736366654961
827,"[{'class': 'Head', 'height': 727.474383451085, 'type': 'rect', 'width': 642.9934873083785, 'x': 1539.4296630448766, 'y': 1229.6663771882857}]",image,../imgs/whale_67614/w_7868.jpg,w_7868.jpg,727.474383451085,642.9934873083785,1539.4296630448766,1229.6663771882857
828,"[{'class': 'Head', 'height': 591.3662729989466, 'type': 'rect', 'width': 600.753039237025, 'x': 1492.495831854484, 'y': 821.3420458318702}]",image,../imgs/whale_95370/w_2036.jpg,w_2036.jpg,591.3662729989466,600.753039237025,1492.495831854484,821.3420458318702
829,"[{'class': 'Head', 'height': 516.2721430943185, 'type': 'rect', 'width': 581.9795067608679, 'x': 1365.7744876404242, 'y': 858.8891107841843}]",image,../imgs/whale_21873/w_3623.jpg,w_3623.jpg,516.2721430943185,581.9795067608679,1365.7744876404242,858.8891107841843
830,"[{'class': 'Head', 'height': 614.8331885941427, 'type': 'rect', 'width': 535.0456755704754, 'x': 1581.6701111162301, 'y': 1422.0950850688953}]",image,../imgs/whale_64634/w_2859.jpg,w_2859.jpg,614.8331885941427,535.0456755704754,1581.6701111162301,1422.0950850688953
831,"[{'class': 'Head', 'height': 384.85741576121916, 'type': 'rect', 'width': 516.2721430943184, 'x': 1243.7465265454034, 'y': 872.969260141302}]",image,../imgs/whale_90911/w_6044.jpg,w_6044.jpg,384.85741576121916,516.2721430943184,1243.7465265454034,872.969260141302
832,"[{'class': 'Head', 'height': 450.5647794277688, 'type': 'rect', 'width': 408.32433135641554, 'x': 1234.359760307325, 'y': 957.4501562840087}]",image,../imgs/whale_82089/w_5805.jpg,w_5805.jpg,450.5647794277688,408.32433135641554,1234.359760307325,957.4501562840087
